2025-05-19 02:22:26,238 [myid:] - INFO  [main:QuorumPeerConfig@136] - Reading configuration from: /home/jepsen/zookeeper-v3.4/conf/zoo.cfg
2025-05-19 02:23:10,522 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:60704
2025-05-19 02:23:10,523 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@942] - Client attempting to renew session 0x6441ed0001a at /128.110.218.193:60704
2025-05-19 02:23:10,523 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:Learner@108] - Revalidating client: 0x6441ed0001a
2025-05-19 02:23:11,971 [myid:0] - INFO  [CommitProcessor:0:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:60692 which had sessionid 0x6441ed0001b
2025-05-19 02:23:11,972 [myid:0] - INFO  [CommitProcessor:0:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:60704 which had sessionid 0x6441ed0001a
2025-05-19 02:23:11,972 [myid:0] - INFO  [CommitProcessor:0:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:60676 which had sessionid 0x6441ed00016
2025-05-19 02:23:11,972 [myid:0] - INFO  [CommitProcessor:0:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:60696 which had sessionid 0x6441ed00012
2025-05-19 02:23:11,976 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@687] - Invalid session 0x6441ed00016 for client null, probably expired
2025-05-19 02:23:11,977 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@687] - Invalid session 0x6441ed0001b for client null, probably expired
2025-05-19 02:23:11,977 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@687] - Invalid session 0x6441ed00012 for client null, probably expired
2025-05-19 02:23:11,977 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@687] - Invalid session 0x6441ed0001a for client null, probably expired
2025-05-19 02:23:11,984 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed0001d with negotiated timeout 5000 for client /128.110.218.193:60606
2025-05-19 02:23:11,984 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed0001e with negotiated timeout 5000 for client /128.110.218.193:60622
2025-05-19 02:23:11,985 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed0001f with negotiated timeout 5000 for client /128.110.218.193:60630
2025-05-19 02:23:11,986 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00020 with negotiated timeout 5000 for client /128.110.218.193:60646
2025-05-19 02:23:11,986 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00021 with negotiated timeout 5000 for client /128.110.218.193:60660
2025-05-19 02:23:12,073 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:60714
2025-05-19 02:23:12,074 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:60720
2025-05-19 02:23:12,074 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:60714
2025-05-19 02:23:12,075 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:60730
2025-05-19 02:23:12,075 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:60720
2025-05-19 02:23:12,075 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:60744
2025-05-19 02:23:12,075 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00022 with negotiated timeout 5000 for client /128.110.218.193:60714
2025-05-19 02:23:12,075 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:60730
2025-05-19 02:23:12,076 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:60744
2025-05-19 02:23:12,076 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00023 with negotiated timeout 5000 for client /128.110.218.193:60720
2025-05-19 02:23:12,077 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00024 with negotiated timeout 5000 for client /128.110.218.193:60730
2025-05-19 02:23:12,078 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00025 with negotiated timeout 5000 for client /128.110.218.193:60744
2025-05-19 02:23:14,171 [myid:0] - INFO  [SyncThread:0:FileTxnLog@213] - Creating new log file: log.1000151da
2025-05-19 02:23:14,171 [myid:0] - INFO  [Snapshot Thread:FileTxnSnapLog@301] - Snapshotting: 0x1000151dc to /home/jepsen/zookeeper-v3.4/data/version-2/snapshot.1000151dc
2025-05-19 02:23:17,033 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:60720 which had sessionid 0x6441ed00023
2025-05-19 02:23:17,034 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:60646 which had sessionid 0x6441ed00020
2025-05-19 02:23:17,034 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed0001f, likely client has closed socket
2025-05-19 02:23:17,035 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:60630 which had sessionid 0x6441ed0001f
2025-05-19 02:23:17,035 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed0001d, likely client has closed socket
2025-05-19 02:23:17,035 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:60606 which had sessionid 0x6441ed0001d
2025-05-19 02:23:17,036 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed00022, likely client has closed socket
2025-05-19 02:23:17,036 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:60714 which had sessionid 0x6441ed00022
2025-05-19 02:23:17,037 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:60660 which had sessionid 0x6441ed00021
2025-05-19 02:23:17,038 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:60730 which had sessionid 0x6441ed00024
2025-05-19 02:23:17,038 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed0001e, likely client has closed socket
2025-05-19 02:23:17,038 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:60622 which had sessionid 0x6441ed0001e
2025-05-19 02:23:17,039 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:60744 which had sessionid 0x6441ed00025
